title,rated,released,runtime,director,writer,actors,plot,language,country,awards,metascore,imdbrating,imdbvotes,dvd,boxoffice,response,genre,star,budget,gross,year,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating
Deliver Us from Evil,R,2014-07-02,118,Scott Derrickson,"Scott Derrickson, Paul Harris Boardman, Ralph Sarchie","Eric Bana, Edgar Ramírez, Olivia Munn","New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","English, Spanish, Latin, Italian",United States,2 wins & 4 nominations,40.0,6.2,75312,21 Oct 2014,30577122.0,True,Action,Eric Bana,30000000.0,87937815.0,2014,6.2,29.0,40.0
The Raid 2,R,2014-04-11,150,Gareth Evans,Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.","Indonesian, Japanese, English, Sign ","Indonesia, United States",5 wins & 10 nominations,71.0,8.0,119654,08 Jul 2014,2627209.0,True,Action,Iko Uwais,4500000.0,6566916.0,2014,8.0,82.0,71.0
Taken 3,PG-13,2015-01-09,108,Olivier Megaton,"Luc Besson, Robert Mark Kamen","Liam Neeson, Forest Whitaker, Maggie Grace","Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.","English, Russian","France, United States, Spain",3 wins & 2 nominations,26.0,6.0,187839,21 Apr 2015,89256424.0,True,Action,Liam Neeson,48000000.0,326479141.0,2015,6.0,13.0,26.0
Pompeii,PG-13,2014-02-21,105,Paul W.S. Anderson,"Janet Scott Batchler, Lee Batchler, Michael Robert Johnson","Kit Harington, Emily Browning, Kiefer Sutherland","A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",English,"Canada, Germany, United States, United Kingdom",9 wins & 4 nominations,39.0,5.5,109482,20 May 2014,23219748.0,True,Action,Kit Harington,100000000.0,117831631.0,2014,5.5,27.0,39.0
Kill Me Three Times,R,2015-04-10,90,Kriv Stenders,James McFarland,"Simon Pegg, Teresa Palmer, Alice Braga","Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.",English,"United States, Australia",4 nominations,30.0,5.9,22983,07 Jul 2015,24296.0,True,Action,Simon Pegg,0.0,101807.0,2015,5.9,16.0,30.0
Ride Along,PG-13,2014-01-17,99,Tim Story,"Greg Coolidge, Jason Mantzoukas, Phil Hay","Ice Cube, Kevin Hart, Tika Sumpter","Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.","English, Ukrainian",United States,1 win & 7 nominations,41.0,6.2,110573,15 Apr 2014,134938200.0,True,Action,Ice Cube,25000000.0,154468902.0,2014,6.2,18.0,41.0
That Awkward Moment,R,2014-01-31,94,Tom Gormican,Tom Gormican,"Zac Efron, Michael B. Jordan, Miles Teller","Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",English,United States,1 win & 2 nominations,36.0,6.1,101150,13 May 2014,26068955.0,True,Comedy,Zac Efron,8000000.0,45640143.0,2014,6.1,22.0,36.0
The Homesman,R,2014-05-18,122,Tommy Lee Jones,"Tommy Lee Jones, Kieran Fitzgerald, Wesley A. Oliver","Tommy Lee Jones, Hilary Swank, Grace Gummer","Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.","English, Danish","France, United States",5 wins & 14 nominations,68.0,6.6,32437,17 Feb 2015,2429989.0,True,Drama,Tommy Lee Jones,16000000.0,3819421.0,2014,6.6,80.0,68.0
Black Sea,R,2015-01-23,114,Kevin Macdonald,Dennis Kelly,"Jude Law, Scoot McNairy, Ben Mendelsohn","In order to make good with his former employers, a submarine captain takes a job with a shadowy backer to search the depths of the Black Sea for a submarine rumored to be loaded with gold.","English, Russian","United Kingdom, Russia, United States",NA,62.0,6.4,37218,05 May 2015,1171559.0,True,Adventure,Jude Law,0.0,4070789.0,2015,6.4,80.0,62.0
"Men, Women & Children",R,2014-10-17,119,Jason Reitman,"Chad Kultgen, Jason Reitman, Erin Cressida Wilson","Kaitlyn Dever, Rosemarie DeWitt, Ansel Elgort","A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communications, their self-images, and their love lives.",English,United States,NA,38.0,6.7,31888,13 Jan 2015,705908.0,True,Comedy,Kaitlyn Dever,16000000.0,1705908.0,2014,6.7,33.0,38.0
Let's Be Cops,R,2014-08-13,104,Luke Greenfield,"Luke Greenfield, Nicholas Thomas","Jake Johnson, Damon Wayans Jr., Rob Riggle","Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badge","English, Spanish",United States,2 nominations,30.0,6.4,131502,11 Nov 2014,82390774.0,True,Action,Jake Johnson,17000000.0,138224951.0,2014,6.4,18.0,30.0
A Most Violent Year,R,2015-01-30,125,J.C. Chandor,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo","In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.","English, Spanish","United States, United Arab Emirates",15 wins & 52 nominations,79.0,7.0,70478,07 Apr 2015,5749134.0,True,Action,Oscar Isaac,20000000.0,12007070.0,2015,7.0,90.0,79.0
PK,Not Rated,2014-12-19,153,Rajkumar Hirani,"Rajkumar Hirani, Abhijat Joshi","Aamir Khan, Anushka Sharma, Sanjay Dutt",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,Hindi,"India, United States",20 wins & 15 nominations,0.0,8.1,175213,26 Mar 2017,10616104.0,True,Comedy,Aamir Khan,0.0,100370104.0,2014,8.1,77.0,0.0
A Little Chaos,R,2015-06-26,117,Alan Rickman,"Jeremy Brock, Alison Deegan, Alan Rickman","Kate Winslet, Alan Rickman, Stanley Tucci",Two talented landscape artists become romantically entangled while building a garden in King Louis XIV's palace at Versailles.,English,United Kingdom,2 nominations,51.0,6.5,22656,04 Aug 2015,558173.0,True,Drama,Kate Winslet,0.0,10084623.0,2015,6.5,49.0,51.0
The Loft,R,2015-01-30,108,Erik Van Looy,"Bart De Pauw, Wesley Strick","Karl Urban, James Marsden, Wentworth Miller","Five married guys secretly share a penthouse loft in the city where they can carry out hidden affairs. But the fantasy becomes a nightmare, when they discover the dead body of a woman in the loft one of the group must be involved.",English,"Belgium, United States",1 nomination,24.0,6.3,54955,26 May 2015,6002684.0,True,Mystery,Karl Urban,14000000.0,11020402.0,2015,6.3,14.0,24.0
A Most Wanted Man,R,2014-08-01,122,Anton Corbijn,"Andrew Bovell, John le Carré, Stephen Cornwell","Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl","A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.","English, Turkish, Arabic","United Kingdom, United States, Germany",3 wins & 6 nominations,73.0,6.8,75304,04 Nov 2014,17237855.0,True,Crime,Philip Seymour Hoffman,15000000.0,36233517.0,2014,6.8,85.0,73.0
Clown,R,2016-06-17,100,Jon Watts,"Christopher Ford, Jon Watts","Andy Powers, Laura Allen, Peter Stormare","A loving father finds a clown suit for his son's birthday party, only to realize that it's cursed.",English,"United States, Canada",2 nominations,42.0,5.7,23406,23 Aug 2016,55007.0,True,Horror,Andy Powers,1500000.0,4381603.0,2016,5.7,46.0,42.0
The Signal,PG-13,2014-07-10,97,William Eubank,"Carlyle Eubank, William Eubank, David Frigerio","Brenton Thwaites, Olivia Cooke, Beau Knapp","On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",English,United States,1 win & 3 nominations,54.0,6.1,65123,23 Sep 2014,600896.0,True,Drama,Brenton Thwaites,4000000.0,2595622.0,2014,6.1,61.0,54.0
The Hundred-Foot Journey,PG,2014-08-08,122,Lasse Hallström,"Steven Knight, Richard C. Morais","Helen Mirren, Om Puri, Manish Dayal",The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.,"English, Hindi, French","United States, India, United Arab Emirates",2 wins & 4 nominations,55.0,7.3,80913,02 Dec 2014,54240821.0,True,Comedy,Helen Mirren,22000000.0,89514453.0,2014,7.3,68.0,55.0
Beyond the Lights,PG-13,2014-11-14,116,Gina Prince-Bythewood,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver","The pressures of fame have superstar singer Noni on the edge, until she meets Kaz, a young cop who works to help her find the courage to develop her own voice and break free to become the artist she was meant to be.",English,United States,Nominated for 1 Oscar. 4 wins & 26 nominations total,73.0,6.9,16236,24 Feb 2015,14618727.0,True,Drama,Gugu Mbatha-Raw,7000000.0,14618727.0,2014,6.9,83.0,73.0
Maps to the Stars,R,2015-02-27,111,David Cronenberg,Bruce Wagner,"Julianne Moore, Mia Wasikowska, Robert Pattinson","A tour into the heart of a Hollywood family chasing celebrity, one another and the relentless ghosts of their pasts.",English,"Canada, Germany, France, United States",11 wins & 24 nominations,67.0,6.2,39987,14 Apr 2015,350741.0,True,Comedy,Julianne Moore,15000000.0,4510934.0,2015,6.2,61.0,67.0
If I Stay,PG-13,2014-08-22,107,R.J. Cutler,"Shauna Cross, Gayle Forman","Chloë Grace Moretz, Mireille Enos, Jamie Blackley","Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if sh",English,United States,3 wins & 1 nomination,46.0,6.7,120400,18 Nov 2014,50474843.0,True,Drama,Chloë Grace Moretz,11000000.0,78274843.0,2014,6.7,35.0,46.0
She's Funny That Way,R,2015-08-21,93,Peter Bogdanovich,"Louise Stratten, Peter Bogdanovich","Imogen Poots, Owen Wilson, Jennifer Aniston","On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",English,"United States, Germany",1 nomination,45.0,6.1,25625,03 Nov 2015,111996.0,True,Comedy,Imogen Poots,0.0,6034851.0,2015,6.1,45.0,45.0
'71,R,2014-10-10,99,Yann Demange,Gregory Burke,"Jack O'Connell, Sam Reid, Sean Harris","In 1971, a young and disoriented British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast.",English,United Kingdom,Nominated for 2 BAFTA Film 13 wins & 31 nominations total,83.0,7.2,54582,07 Jul 2015,1270847.0,True,Action,Jack O'Connell,0.0,3062178.0,2014,7.2,96.0,83.0
Still Alice,PG-13,2015-02-20,101,"Richard Glatzer, Wash Westmoreland","Richard Glatzer, Wash Westmoreland, Lisa Genova","Julianne Moore, Alec Baldwin, Kristen Stewart",A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.,English,"United States, United Kingdom, France",Won 1 Oscar. 34 wins & 35 nominations total,72.0,7.5,131798,12 May 2015,18754371.0,True,Drama,Julianne Moore,5000000.0,44779195.0,2015,7.5,85.0,72.0
3 Days to Kill,PG-13,2014-02-21,117,McG,"Adi Hasak, Luc Besson","Kevin Costner, Hailee Steinfeld, Connie Nielsen",A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,"English, French, German, Serbian","United States, France",NA,40.0,6.2,92002,20 May 2014,30697999.0,True,Action,Kevin Costner,28000000.0,53260230.0,2014,6.2,28.0,40.0
Spring,Not Rated,2015-03-20,109,"Justin Benson, Aaron Moorhead",Justin Benson,"Lou Taylor Pucci, Nadia Hilker, Francesco Carnelutti","A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.","English, Italian, French, German",United States,5 wins & 13 nominations,70.0,6.7,27116,02 Jun 2015,49970.0,True,Horror,Lou Taylor Pucci,0.0,49970.0,2015,6.7,85.0,70.0
Big Eyes,PG-13,2014-12-25,106,Tim Burton,"Scott Alexander, Larry Karaszewski","Amy Adams, Christoph Waltz, Danny Huston","A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.","English, French, Italian","United States, Canada",Nominated for 2 BAFTA Film 3 wins & 18 nominations total,62.0,7.0,90602,14 Apr 2015,14482031.0,True,Biography,Amy Adams,10000000.0,29253166.0,2014,7.0,72.0,62.0
Addicted,R,2014-10-10,106,Bille Woodruff,"Christina Welsh, Ernie Barbarash, Zane","Sharon Leal, Boris Kodjoe, John Newberg",A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,"English, Spanish",United States,NA,32.0,5.1,10669,10 Feb 2015,17390770.0,True,Drama,Sharon Leal,5000000.0,17534314.0,2014,5.1,7.0,32.0
The Water Diviner,R,2014-12-26,111,Russell Crowe,"Andrew Knight, Andrew Anastasios","Russell Crowe, Olga Kurylenko, Jai Courtney",An Australian man travels to Turkey after the Battle of Gallipoli to try and locate his three missing sons.,"English, Turkish, Greek, Russian","Australia, United States",14 wins & 13 nominations,50.0,7.0,74269,28 Jul 2015,4196641.0,True,Drama,Russell Crowe,22500000.0,38176317.0,2014,7.0,62.0,50.0
Selma,PG-13,2015-01-09,128,Ava DuVernay,Paul Webb,"David Oyelowo, Carmen Ejogo, Oprah Winfrey","A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",English,"United Kingdom, United States, France",Won 1 Oscar. 57 wins & 91 nominations total,80.0,7.5,89918,05 May 2015,52076908.0,True,Biography,David Oyelowo,20000000.0,66787908.0,2015,7.5,99.0,80.0
Million Dollar Arm,PG,2014-05-16,124,Craig Gillespie,Tom McCarthy,"Jon Hamm, Aasif Mandvi, Alan Arkin",A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,"English, Hindi",United States,1 win & 2 nominations,56.0,7.0,45238,07 Oct 2014,36457627.0,True,Biography,Jon Hamm,25000000.0,38483455.0,2014,7.0,64.0,56.0
The One I Love,R,2014-08-08,91,Charlie McDowell,Justin Lader,"Mark Duplass, Elisabeth Moss, Ted Danson","A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.",English,United States,2 wins & 2 nominations,66.0,7.1,38526,04 Nov 2014,513447.0,True,Comedy,Mark Duplass,100000.0,596933.0,2014,7.1,82.0,66.0
Jersey Boys,R,2014-06-20,134,Clint Eastwood,"Marshall Brickman, Rick Elice","John Lloyd Young, Erich Bergen, Michael Lomenda",The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.,"English, Italian, French",United States,4 wins & 2 nominations,54.0,6.8,34382,11 Nov 2014,47047013.0,True,Biography,John Lloyd Young,40000000.0,67647013.0,2014,6.8,51.0,54.0
Walk of Shame,R,2014-05-01,95,Steven Brill,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs","A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.","English, Hebrew",United States,NA,25.0,6.0,53619,17 Jun 2014,59209.0,True,Comedy,Elizabeth Banks,0.0,8122990.0,2014,6.0,15.0,25.0
